,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
The former Yugoslav Republic of Macedonia,Total internal renewable water resources per capita (m3/inhab/year),,,,,,,2731.0,2743.0,2661.0,2633.0,2610.0,2599.0
The former Yugoslav Republic of Macedonia,Surface water: entering the country (total) (10^9 m3/year),,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
The former Yugoslav Republic of Macedonia,Surface water: leaving the country to other countries (total) (10^9 m3/year),,,,,,,6.4,6.4,6.4,6.4,6.4,6.4
The former Yugoslav Republic of Macedonia,Water resources: total external renewable (10^9 m3/year),,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
The former Yugoslav Republic of Macedonia,Dependency ratio (%),,,,,,,15.62,15.62,15.62,15.62,15.62,15.62
The former Yugoslav Republic of Macedonia,Total renewable water resources per capita (m3/inhab/year),,,,,,,3237.0,3250.0,3154.0,3120.0,3093.0,3080.0
The former Yugoslav Republic of Macedonia,Total exploitable water resources (10^9 m3/year),,,,,,,3.0,3.0,3.0,3.0,3.0,
The former Yugoslav Republic of Macedonia,Total water withdrawal (10^9 m3/year),,,,,,,,1555,0.6332,0.5512,,
The former Yugoslav Republic of Macedonia,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,,68.55,44.44,22.77,,
The former Yugoslav Republic of Macedonia,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,,17.62,22.06,36.16,,
The former Yugoslav Republic of Macedonia,Municipal water withdrawal as % of total withdrawal (%),,,,,,,,13.83,33.5,41.07,,
The former Yugoslav Republic of Macedonia,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,,,1555,0.6332,0.5512,,
The former Yugoslav Republic of Macedonia,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,,,24.3,9894,8613,,
The former Yugoslav Republic of Macedonia,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,,16.66,4397,1961,,
The former Yugoslav Republic of Macedonia,SDG 6.4.2. Water Stress (%),,,,,,,,37.19,15.14,13.18,,
The former Yugoslav Republic of Macedonia,Total population with access to safe drinking-water (JMP) (%),,,,,,,99.3,99.3,99.3,99.3,99.4,99.4
The former Yugoslav Republic of Macedonia,Rural population with access to safe drinking-water (JMP) (%),,,,,,,98.5,98.5,98.5,98.6,98.8,98.9
The former Yugoslav Republic of Macedonia,Urban population with access to safe drinking-water (JMP) (%),,,,,,,99.8,99.8,99.8,99.8,99.8,99.8
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Timor-Leste,Total population (1000 inhab),517.4,567.3,636.1,630.2,593.9,689.2,792.8,853.9,894.8,1021.0,1102.0,1185.0
Timor-Leste,Population density (inhab/km2),34.79,38.15,42.78,42.38,39.94,46.35,53.32,57.42,60.17,68.66,74.11,79.69
Timor-Leste,GDP per capita (current US$/inhab),,,,,,,,,496.2,547.5,1175.0,1192.0
Timor-Leste,Human Development Index (HDI) [highest = 1] (-),,,,,,,,,0.4685,,0.6038,0.5948
Timor-Leste,Long-term average annual precipitation in depth (mm/year),1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
Timor-Leste,Surface water produced internally (10^9 m3/year),8129,8129,8129,8129,8129,8129,8129,8129,8129,8129,8129,8129
Timor-Leste,Groundwater produced internally (10^9 m3/year),886,886,886,886,886,886,886,886,886,886,886,886
Timor-Leste,Total internal renewable water resources per capita (m3/inhab/year),15877.0,14481.0,12915.0,13036.0,13832.0,11920.0,10362.0,9621.0,9181.0,8046.0,7455.0,6932.0
Timor-Leste,Surface water: entering the country (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timor-Leste,Surface water: leaving the country to other countries (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timor-Leste,Water resources: total external renewable (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timor-Leste,Dependency ratio (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timor-Leste,Total renewable water resources per capita (m3/inhab/year),15877.0,14481.0,12915.0,13036.0,13832.0,11920.0,10362.0,9621.0,9181.0,8046.0,7455.0,6932.0
Timor-Leste,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Timor-Leste,Total water withdrawal (10^9 m3/year),,,,,,,,,,1172,,
Timor-Leste,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,,,,91.38,,
Timor-Leste,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,,,,0.1706,,
Timor-Leste,Municipal water withdrawal as % of total withdrawal (%),,,,,,,,,,8447,,
Timor-Leste,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,,,,,1172,,
Timor-Leste,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,,,,,14.27,,
Timor-Leste,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,,,,13.04,,
Timor-Leste,SDG 6.4.2. Water Stress (%),,,,,,,,,,14.27,,
Timor-Leste,Total population with access to safe drinking-water (JMP) (%),,,,,,,,52.9,56.9,63.8,71.2,71.9
Timor-Leste,Rural population with access to safe drinking-water (JMP) (%),,,,,,,,48.8,51.5,56.0,60.5,60.5
Timor-Leste,Urban population with access to safe drinking-water (JMP) (%),,,,,,,,66.7,73.3,84.2,95.2,95.2
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Togo,Total population (1000 inhab),1613.0,1855.0,2248.0,2519.0,2915.0,3472.0,3984.0,4506.0,5142.0,5890.0,6746.0,7305.0
Togo,Population density (inhab/km2),28.4,32.66,39.58,44.36,51.33,61.14,70.15,79.34,90.54,103.7,118.8,128.6
Togo,GDP per capita (current US$/inhab),81.98,124.9,149.3,308.6,281.9,359.8,424.9,332.7,286.8,428.4,573.2,547.9
Togo,Human Development Index (HDI) [highest = 1] (-),,,,,,,0.4044,,0.4261,,0.4698,0.4835
Togo,Long-term average annual precipitation in depth (mm/year),1168.0,1168.0,1168.0,1168.0,1168.0,1168.0,1168.0,1168.0,1168.0,1168.0,1168.0,1168.0
Togo,Surface water produced internally (10^9 m3/year),10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8
Togo,Groundwater produced internally (10^9 m3/year),5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
Togo,Total internal renewable water resources per capita (m3/inhab/year),7130.0,6199.0,5116.0,4565.0,3945.0,3312.0,2887.0,2552.0,2236.0,1952.0,1705.0,1574.0
Togo,Surface water: entering the country (total) (10^9 m3/year),3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2
Togo,Surface water: leaving the country to other countries (total) (10^9 m3/year),9592,9592,9592,9592,9592,9592,9592,9592,9592,9592,9592,9592
Togo,Water resources: total external renewable (10^9 m3/year),3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2
Togo,Dependency ratio (%),21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77
Togo,Total renewable water resources per capita (m3/inhab/year),9113.0,7925.0,6539.0,5836.0,5043.0,4234.0,3690.0,3262.0,2859.0,2496.0,2179.0,2012.0
Togo,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Togo,Total water withdrawal (10^9 m3/year),,,,,,91,,,169,,,
Togo,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,25.27,,,44.97,,,
Togo,Industrial water withdrawal as % of total water withdrawal (%),,,,,,13.19,,,2367,,,
Togo,Municipal water withdrawal as % of total withdrawal (%),,,,,,61.54,,,52.66,,,
Togo,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,91,,,169,,,
Togo,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,619,,,1.15,,,
Togo,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,0.1565,,,517,,,
Togo,SDG 6.4.2. Water Stress (%),,,,,,0.9553,,,1774,,,
Togo,Total population with access to safe drinking-water (JMP) (%),,,,,,,48.7,51.7,54.8,57.9,61.1,63.1
Togo,Rural population with access to safe drinking-water (JMP) (%),,,,,,,35.6,37.4,39.3,41.2,43.1,44.2
Togo,Urban population with access to safe drinking-water (JMP) (%),,,,,,,80.3,82.7,85.1,87.5,89.9,91.4
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Tokelau,Total population (1000 inhab),1.94,1.81,1.57,1.55,1.62,1.7,1.56,1.55,1.43,1.14,1.17,1.25
Tokelau,Population density (inhab/km2),194.0,181.0,157.0,155.0,162.0,170.0,156.0,155.0,143.0,114.0,117.0,125.0
Tokelau,GDP per capita (current US$/inhab),,,,,,,,,,,,
Tokelau,Human Development Index (HDI) [highest = 1] (-),,,,,,,,,,,,
Tokelau,Long-term average annual precipitation in depth (mm/year),,,,,,,,,,,,
Tokelau,Surface water produced internally (10^9 m3/year),,,,,,,,,,,,
Tokelau,Groundwater produced internally (10^9 m3/year),,,,,,,,,,,,
Tokelau,Total internal renewable water resources per capita (m3/inhab/year),,,,,,,,,,,,
Tokelau,Surface water: entering the country (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tokelau,Surface water: leaving the country to other countries (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tokelau,Water resources: total external renewable (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tokelau,Dependency ratio (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tokelau,Total renewable water resources per capita (m3/inhab/year),,,,,,,,,,,,
Tokelau,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Tokelau,Total water withdrawal (10^9 m3/year),,,,,,,,,,,,
Tokelau,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,,,,,,
Tokelau,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,,,,,,
Tokelau,Municipal water withdrawal as % of total withdrawal (%),,,,,,,,,,,,
Tokelau,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,,,,,,,
Tokelau,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,,,,,,,
Tokelau,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,,,,,,
Tokelau,SDG 6.4.2. Water Stress (%),,,,,,,,,,,,
Tokelau,Total population with access to safe drinking-water (JMP) (%),,,,,,,89.7,91.5,94.4,97.4,100.0,100.0
Tokelau,Rural population with access to safe drinking-water (JMP) (%),,,,,,,89.7,91.5,94.4,97.4,100.0,100.0
Tokelau,Urban population with access to safe drinking-water (JMP) (%),,,,,,,,,,,,
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Tonga,Total population (1000 inhab),66.25,79.05,86.35,90.3,93.68,94.4,95.42,96.53,99.0,102.2,104.8,106.2
Tonga,Population density (inhab/km2),88.33,105.4,115.1,120.4,124.9,125.9,127.2,128.7,132.0,136.3,139.7,141.6
Tonga,GDP per capita (current US$/inhab),,,,378.1,662.6,865.1,1436.0,2198.0,1836.0,2932.0,4363.0,4090.0
Tonga,Human Development Index (HDI) [highest = 1] (-),,,,,,,0.65,,0.6714,,0.7165,717
Tonga,Long-term average annual precipitation in depth (mm/year),,,,,,,,,,,,
Tonga,Surface water produced internally (10^9 m3/year),,,,,,,,,,,,
Tonga,Groundwater produced internally (10^9 m3/year),,,,,,,,,,,,
Tonga,Total internal renewable water resources per capita (m3/inhab/year),,,,,,,,,,,,
Tonga,Surface water: entering the country (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tonga,Surface water: leaving the country to other countries (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tonga,Water resources: total external renewable (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tonga,Dependency ratio (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tonga,Total renewable water resources per capita (m3/inhab/year),,,,,,,,,,,,
Tonga,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Tonga,Total water withdrawal (10^9 m3/year),,,,,,,,,,,,
Tonga,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,,,,,,
Tonga,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,,,,,,
Tonga,Municipal water withdrawal as % of total withdrawal (%),,,,,,,,,,,,
Tonga,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,,,,,,,
Tonga,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,,,,,,,
Tonga,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,,,,,,
Tonga,SDG 6.4.2. Water Stress (%),,,,,,,,,,,,
Tonga,Total population with access to safe drinking-water (JMP) (%),,,,,,,98.6,98.6,98.6,98.9,99.4,99.6
Tonga,Rural population with access to safe drinking-water (JMP) (%),,,,,,,99.0,99.0,99.0,99.1,99.5,99.6
Tonga,Urban population with access to safe drinking-water (JMP) (%),,,,,,,97.4,97.4,97.4,98.1,99.2,99.7
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Trinidad and Tobago,Total population (1000 inhab),880.0,925.9,968.7,1040.0,1121.0,1195.0,1237.0,1261.0,1278.0,1309.0,1342.0,1360.0
Trinidad and Tobago,Population density (inhab/km2),171.5,180.5,188.8,202.7,218.5,232.9,241.1,245.8,249.1,255.2,261.6,265.1
Trinidad and Tobago,GDP per capita (current US$/inhab),703.8,823.0,1118.0,3018.0,7262.0,4015.0,4299.0,4550.0,7049.0,16533.0,18317.0,20445.0
Trinidad and Tobago,Human Development Index (HDI) [highest = 1] (-),,,,,,,0.6733,,0.7169,,0.7689,0.7719
Trinidad and Tobago,Long-term average annual precipitation in depth (mm/year),2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0
Trinidad and Tobago,Surface water produced internally (10^9 m3/year),3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74
Trinidad and Tobago,Groundwater produced internally (10^9 m3/year),614,614,614,614,614,614,614,614,614,614,614,614
Trinidad and Tobago,Total internal renewable water resources per capita (m3/inhab/year),4364.0,4147.0,3964.0,3692.0,3426.0,3213.0,3104.0,3045.0,3005.0,2934.0,2861.0,2824.0
Trinidad and Tobago,Surface water: entering the country (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trinidad and Tobago,Surface water: leaving the country to other countries (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trinidad and Tobago,Water resources: total external renewable (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trinidad and Tobago,Dependency ratio (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trinidad and Tobago,Total renewable water resources per capita (m3/inhab/year),4364.0,4147.0,3964.0,3692.0,3426.0,3213.0,3104.0,3045.0,3005.0,2934.0,2861.0,2824.0
Trinidad and Tobago,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Trinidad and Tobago,Total water withdrawal (10^9 m3/year),,,,,,,,297,314,345,0.3832,
Trinidad and Tobago,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,,5253,5414,4348,4358,
Trinidad and Tobago,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,,31.58,31.53,33.62,33.64,
Trinidad and Tobago,Municipal water withdrawal as % of total withdrawal (%),,,,,,,,63.16,63.06,62.03,62.0,
Trinidad and Tobago,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,,,297,314,309,0.3362,
Trinidad and Tobago,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,,,7734,8177,8047,8755,
Trinidad and Tobago,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,,0.4062,0.4427,0.3906,0.4349,
Trinidad and Tobago,SDG 6.4.2. Water Stress (%),,,,,,,,10.9,11.52,11.34,12.33,
Trinidad and Tobago,Total population with access to safe drinking-water (JMP) (%),,,,,,,91.9,92.8,93.6,94.5,95.1,95.1
Trinidad and Tobago,Rural population with access to safe drinking-water (JMP) (%),,,,,,,91.9,92.8,93.6,94.5,95.1,95.1
Trinidad and Tobago,Urban population with access to safe drinking-water (JMP) (%),,,,,,,92.0,92.8,93.6,94.5,95.1,95.1
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Tunisia,Total population (1000 inhab),4303.0,4738.0,5288.0,5915.0,6734.0,7692.0,8603.0,9384.0,9864.0,10299.0,10881.0,11254.0
Tunisia,Population density (inhab/km2),26.3,28.96,32.32,36.15,41.16,47.01,52.58,57.36,60.29,62.95,66.51,68.79
Tunisia,GDP per capita (current US$/inhab),204.5,229.2,423.1,863.9,1208.0,1261.0,1801.0,2211.0,2346.0,3778.0,4140.0,3822.0
Tunisia,Human Development Index (HDI) [highest = 1] (-),,,,,,,0.5675,,0.6538,,0.7186,0.7212
Tunisia,Long-term average annual precipitation in depth (mm/year),207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0
Tunisia,Surface water produced internally (10^9 m3/year),3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1
Tunisia,Groundwater produced internally (10^9 m3/year),1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495
Tunisia,Total internal renewable water resources per capita (m3/inhab/year),974.9,885.4,793.3,709.2,623.0,545.4,487.6,447.0,425.3,407.3,385.5,372.8
Tunisia,Surface water: entering the country (total) (10^9 m3/year),0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
Tunisia,Surface water: leaving the country to other countries (total) (10^9 m3/year),0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
Tunisia,Water resources: total external renewable (10^9 m3/year),0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
Tunisia,Dependency ratio (%),9101,9101,9101,9101,9101,9101,9101,9101,9101,9101,9101,9101
Tunisia,Total renewable water resources per capita (m3/inhab/year),1073.0,974.0,872.7,780.2,685.3,600.0,536.4,491.8,467.9,448.1,424.1,410.1
Tunisia,Total exploitable water resources (10^9 m3/year),3625,3625,3625,3625,3625,3625,3625,3625,3625,3625,3625,
Tunisia,Total water withdrawal (10^9 m3/year),,,,1.07,1.9,2.3,3075,2857,2.85,,3305,
Tunisia,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,88.72,85.61,75.96,,80.0,
Tunisia,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,2797,3.43,3.86,,4992,
Tunisia,Municipal water withdrawal as % of total withdrawal (%),,,,,,,8488,10.96,12.81,,15.01,
Tunisia,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,1.07,1.9,2.3,3067,2849,2809,,3217,
Tunisia,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,23.19,41.17,49.84,66.46,61.73,60.87,,69.71,
Tunisia,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,59.11,53.0,46.91,,57.29,
Tunisia,SDG 6.4.2. Water Stress (%),,,,31.27,55.52,67.21,89.63,83.26,82.09,,94.01,
Tunisia,Total population with access to safe drinking-water (JMP) (%),,,,,,,84.2,87.9,91.1,94.1,96.9,97.7
Tunisia,Rural population with access to safe drinking-water (JMP) (%),,,,,,,66.8,72.8,78.8,84.8,90.8,93.2
Tunisia,Urban population with access to safe drinking-water (JMP) (%),,,,,,,96.1,97.0,98.0,99.0,100.0,100.0
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Turkey,Total population (1000 inhab),28910.0,32448.0,36475.0,41020.0,45998.0,51169.0,55811.0,60394.0,65126.0,69515.0,74849.0,78666.0
Turkey,Population density (inhab/km2),36.81,41.32,46.44,52.23,58.57,65.15,71.07,76.9,82.93,88.51,95.31,100.2
Turkey,GDP per capita (current US$/inhab),308.6,482.8,560.1,1430.0,1403.0,1704.0,2831.0,3146.0,3578.0,9307.0,10541.0,9127.0
Turkey,Human Development Index (HDI) [highest = 1] (-),,,,,,,576,,0.6526,,0.7563,0.7611
Turkey,Long-term average annual precipitation in depth (mm/year),593.0,593.0,593.0,593.0,593.0,593.0,593.0,593.0,593.0,593.0,593.0,593.0
Turkey,Surface water produced internally (10^9 m3/year),186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0
Turkey,Groundwater produced internally (10^9 m3/year),69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0
Turkey,Total internal renewable water resources per capita (m3/inhab/year),7852.0,6996.0,6223.0,5534.0,4935.0,4436.0,4067.0,3759.0,3486.0,3265.0,3033.0,2886.0
Turkey,Surface water: entering the country (total) (10^9 m3/year),1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
Turkey,Surface water: leaving the country to other countries (total) (10^9 m3/year),60.12,60.12,60.12,60.12,60.12,60.12,60.12,60.12,60.12,60.12,60.12,60.12
Turkey,Water resources: total external renewable (10^9 m3/year),-15.4,-15.4,-15.4,-15.4,-15.4,-15.4,-15.4,-15.4,-15.4,-15.4,-15.4,-15.4
Turkey,Dependency ratio (%),1518,1518,1518,1518,1518,1518,1518,1518,1518,1518,1518,1518
Turkey,Total renewable water resources per capita (m3/inhab/year),7319.0,6521.0,5801.0,5158.0,4600.0,4135.0,3791.0,3504.0,3249.0,3044.0,2827.0,2690.0
Turkey,Total exploitable water resources (10^9 m3/year),112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,
Turkey,Total water withdrawal (10^9 m3/year),,,,,,,31.6,,42.0,40.1,42.01,
Turkey,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,72.47,,75.0,73.82,80.93,
Turkey,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,11.08,,9762,10.72,,
Turkey,Municipal water withdrawal as % of total withdrawal (%),,,,,,,16.46,,15.24,15.46,,
Turkey,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,,31.6,,42.0,40.05,41.96,
Turkey,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,,14.93,,19.85,18.93,19.83,
Turkey,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,10.82,,14.89,13.99,16.07,
Turkey,SDG 6.4.2. Water Stress (%),,,,,,,20.7,,27.52,26.24,27.49,
Turkey,Total population with access to safe drinking-water (JMP) (%),,,,,,,87.1,90.6,93.8,96.9,99.5,100.0
Turkey,Rural population with access to safe drinking-water (JMP) (%),,,,,,,75.8,81.4,87.0,92.5,98.1,100.0
Turkey,Urban population with access to safe drinking-water (JMP) (%),,,,,,,94.5,95.9,97.4,98.9,100.0,100.0
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Turkmenistan,Total population (1000 inhab),,,,,,,3882.0,4336.0,4600.0,4858.0,5173.0,5374.0
Turkmenistan,Population density (inhab/km2),,,,,,,7953,8883,9424,9953,10.6,11.01
Turkmenistan,GDP per capita (current US$/inhab),,,,,,,824.5,565.1,970.0,2607.0,6798.0,6947.0
Turkmenistan,Human Development Index (HDI) [highest = 1] (-),,,,,,,,,,,677,0.6875
Turkmenistan,Long-term average annual precipitation in depth (mm/year),,,,,,,161.0,161.0,161.0,161.0,161.0,161.0
Turkmenistan,Surface water produced internally (10^9 m3/year),,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
Turkmenistan,Groundwater produced internally (10^9 m3/year),,,,,,,405,405,405,405,405,405
Turkmenistan,Total internal renewable water resources per capita (m3/inhab/year),,,,,,,361.9,324.0,305.4,289.2,271.6,261.4
Turkmenistan,Surface water: entering the country (total) (10^9 m3/year),,,,,,,80.2,80.2,80.2,80.2,80.2,80.2
Turkmenistan,Surface water: leaving the country to other countries (total) (10^9 m3/year),,,,,,,78.46,78.46,78.46,78.46,78.46,78.46
Turkmenistan,Water resources: total external renewable (10^9 m3/year),,,,,,,23.36,23.36,23.36,23.36,23.36,23.36
Turkmenistan,Dependency ratio (%),,,,,,,97.0,97.0,97.0,97.0,97.0,97.0
Turkmenistan,Total renewable water resources per capita (m3/inhab/year),,,,,,,6381.0,5713.0,5385.0,5099.0,4788.0,4609.0
Turkmenistan,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Turkmenistan,Total water withdrawal (10^9 m3/year),,,,,,,,23.78,24.91,27.95,,
Turkmenistan,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,,97.94,96.51,94.31,,
Turkmenistan,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,,0.5845,1084,3002,,
Turkmenistan,Municipal water withdrawal as % of total withdrawal (%),,,,,,,,1468,2397,2701,,
Turkmenistan,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,,,23.7,24.91,27.87,,
Turkmenistan,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,,,95.68,100.6,112.5,,
Turkmenistan,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,,94.03,97.05,106.4,,
Turkmenistan,SDG 6.4.2. Water Stress (%),,,,,,,,138.5,145.5,162.8,,
Turkmenistan,Total population with access to safe drinking-water (JMP) (%),,,,,,,,59.3,59.9,60.4,,
Turkmenistan,Rural population with access to safe drinking-water (JMP) (%),,,,,,,,34.6,34.6,34.6,,
Turkmenistan,Urban population with access to safe drinking-water (JMP) (%),,,,,,,,89.1,89.1,89.1,,
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Tuvalu,Total population (1000 inhab),6.39,7.04,7.46,7.82,8.28,8.82,9.1,9.3,9.53,9.76,9.86,9.92
Tuvalu,Population density (inhab/km2),213.0,234.7,248.7,260.7,276.0,294.0,303.3,310.0,317.7,325.3,328.7,330.7
Tuvalu,GDP per capita (current US$/inhab),,,,,,,1071.0,1366.0,1621.0,2770.0,4044.0,3816.0
Tuvalu,Human Development Index (HDI) [highest = 1] (-),,,,,,,,,,,,
