series,series_code,name,code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Armed forces personnel (% of total labor force),arms_pers,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.073168023,1.434576154,1.049284178,1.023434606,0.93110365,0.778021414,1.058853573,1.018071366,0.979596729,0.888496963,0.853520425,0.828682783,0.704707091,0.685541921,0.667473992,0.650405295,0.633021856,0.614022161,0.511064547,0.496736442,0.483215898,0.470278958,0.457894327,0.446169136,0.435276237,0.425729079,0.416296625,..
Armed forces personnel (% of total labor force),arms_pers,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.154192399,0.149501502,0.144558556,0.139533651,0.134530294,0.27737554,0.267640913,0.258035453,0.248714009,0.239731537,0.231109748,0.223889513,0.216627826,0.20944167,0.18915896,0.182738787,0.176827905,0.170946249,0.165134003,0.170537795,0.164471636,0.158762896,0.153091482,0.147501206,0.14204338,0.136726572,0.131775071,..
Armed forces personnel (% of total labor force),arms_pers,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.317659378,0.309787506,0.244293269,0.238316749,0.24463162,0.26556766,0.259322755,0.303855385,0.296372079,0.334733708,0.28036868,0.412246691,0.402000857,0.392352389,0.383250001,0.37569697,0.368953182,0.359712845,0.350416278,0.341190983,0.332097003,0.32355294,0.315076516,0.306682283,0.298558647,0.358489427,0.348720899,..
Armed forces personnel (% of total labor force),arms_pers,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.589140012,1.537236209,1.374631418,1.288440435,1.199827067,1.129151218,1.075335755,1.027583423,1.049588325,1.022938072,0.934523549,0.905296963,0.92355372,0.925632818,0.919909711,0.952000287,0.908645133,0.932768796,0.913111846,0.926432415,0.929394734,0.90000001,0.876891783,0.839706234,0.809185303,0.783820309,0.775567058,..
Armed forces personnel (% of total labor force),arms_pers,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.369496496,1.916282748,1.677041029,1.489296149,1.518428895,1.38424468,1.352405034,1.471549121,1.214540835,1.301394591,1.122210372,1.104528983,1.09045353,1.103990969,1.031795394,1.93276606,0.648844266,0.753112933,0.731129171,1.017629028,0.937526602,0.930759134,0.965711984,0.955861785,0.947200545,0.90300921,0.864702102,..
Armed forces personnel (% of total labor force),arms_pers,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.592378733,1.5532236,1.438026928,1.384855005,1.367149775,1.355111976,1.323285536,1.292790268,1.278650842,1.245908,1.170933221,1.121172824,1.110624055,1.095434054,1.04673629,1.077121856,1.024856247,1.014260693,1.002774009,0.979355704,0.97811939,0.951264979,0.94237812,0.919941459,0.900081819,0.868345023,0.860733429,..
Armed forces personnel (% of total labor force),arms_pers,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.739158819,4.795885461,5.326004751,4.91394972,4.581319734,5.941556911,5.952721226,6.016696017,6.082176683,6.107403601,6.094054544,5.961452599,5.560990556,5.328364816,4.969031889,4.838621456,4.633134601,4.318527217,4.009766768,3.686980097,3.361438295,3.025948474,2.727903258,2.461899486,2.24071474,2.066003084,1.950800804,..
Armed forces personnel (% of total labor force),arms_pers,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.732621454,1.491339296,1.419968006,1.35981482,1.910389058,1.91333761,1.821061327,1.919044732,1.890598393,1.838455093,1.839659954,1.832523328,1.811868569,1.699644248,1.68399162,..,1.541672519,1.457141376,1.377523872,1.351693475,1.303297894,1.260207729,1.220323085,1.185884665,1.128729551,1.240521987,..
Armed forces personnel (% of total labor force),arms_pers,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.76673031,1.774351148,1.774823112,1.744671375,1.684892703,2.443441055,2.315768419,2.219413095,2.157582533,2.082744336,2.162541886,2.125781956,2.066313807,1.984014648,1.930625478,1.838920544,1.756364433,1.716520178,1.677948211,1.617231108,1.685515007,1.644987093,1.596080922,1.545318562,1.476159357,1.43038921,1.368192664,..
Armed forces personnel (% of total labor force),arms_pers,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.184702688,1.250358176,1.095654634,1.048566752,1.014455062,1.041475435,1.013746575,0.987724592,0.961612902,0.936874507,0.909535166,0.884225639,0.859574642,0.835709439,..,0.802468393,0.79543368,0.771818836,0.737700685,0.7149513,0.70588609,0.712242257,0.685185714,0.65857353,0.647401089,1.158083369,1.128870991,..
Armed forces personnel (% of total labor force),arms_pers,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.220522605,0.215103607,0.210533186,..,0.201153313,0.184398258,0.175066466,0.196406043,0.189639425,0.183986185,0.182056812,0.176738839,0.120825244,0.117432605,0.110530906,0.107822563,0.104896058,0.102461851,0.100070216,0.10094343,0.098618639,0.096657219,0.057937993,0.056543849,0.055319058,0.05406139,0.099839231,..
Armed forces personnel (% of total labor force),arms_pers,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.939738118,0.912387947,0.887349338,0.860504664,0.833684175,1.431786987,1.720014979,1.670807086,1.622896379,1.576017871,1.530090765,1.419009803,1.377994094,1.338152284,0.934735593,0.948044507,0.960973392,0.938784058,0.918579255,0.875274577,0.882816744,0.861535503,0.806997061,0.801404426,0.804529135,0.788623738,0.765836183,..
Armed forces personnel (% of total labor force),arms_pers,Peru,PER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.594647699,1.523047611,1.322761321,1.263079641,1.20825988,1.815147652,1.882485456,1.881471555,1.821388702,1.669955961,1.677839221,1.44026665,1.464228812,1.335017416,1.141605055,1.101461281,1.342323557,1.297893159,1.22653647,1.203112452,1.170166674,1.156242856,1.137577699,1.125960497,0.920222048,0.918080758,0.901158022,..
Armed forces personnel (% of total labor force),arms_pers,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.479307482,0.455645585,0.441324559,0.428585911,0.405768657,0.565614875,0.555633324,0.552620866,0.562331184,0.521906146,0.495771569,0.490972288,0.476166381,0.465605432,0.445106915,0.436309097,0.424485563,0.413959118,0.403684791,0.439677893,0.428428873,0.414606453,0.408545004,0.401628042,0.389301762,0.385041104,0.378253293,..
Armed forces personnel (% of total labor force),arms_pers,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.776264756,1.719036503,1.514676033,1.461993401,1.449048555,1.736524798,1.574763438,1.541982875,1.532432078,1.538218033,1.37882971,1.297264377,1.061050205,1.065904764,0.938296575,0.924160587,0.854254635,0.819456671,0.814074772,0.680721987,0.673099741,0.652067787,0.947359713,0.945364656,0.939111889,0.942354737,0.969905053,..
Armed forces personnel (% of total labor force),arms_pers,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.827843221,1.759319381,1.683883676,1.426159242,2.535087586,2.157969152,2.130469545,2.01331642,1.844801622,1.751239011,1.725192635,1.681478311,1.653635103,1.693724495,1.669594879,1.689587219,1.645415195,1.638912907,1.640676961,1.657660965,1.645635479,1.66261967,1.675818715,1.507346355,1.48992261,1.410437776,1.430692914,..
Armed forces personnel (% of total labor force),arms_pers,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.588412511,1.539114555,1.464270445,1.383832282,1.328980819,1.400955109,1.379739246,1.310770982,1.300940991,1.261931677,1.176640513,1.159620137,1.158943728,1.133518347,1.073257633,1.109357118,1.026243108,1.017953351,1.007467382,0.97909487,0.98309162,0.950314221,0.933811536,0.894953702,0.889798997,0.885246821,0.880545633,..
Armed forces personnel (% of total labor force),arms_pers,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.56849213,0.911815416,0.801049565,0.795952593,0.749837049,1.123518502,1.116119826,1.101922322,1.091615636,1.057655561,1.054371823,0.857995198,0.840022169,0.848219033,0.615234067,0.628232821,..,0.676897286,0.764607256,0.833445964,0.93915414,0.991604041,0.967535405,0.704315822,0.680559627,0.67289282,0.616236302,..
Armed forces personnel (% of total labor force),arms_pers,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.0308839,3.930789517,2.81447343,2.775763422,3.42587771,3.747556492,3.926644948,3.853061224,3.746281498,3.620364859,3.629806912,3.430196888,3.251486769,2.994214405,2.578161255,2.209716862,1.807449403,1.467297605,1.211650015,1.01020824,0.880234411,0.809960593,0.751556454,0.703507402,0.663487176,0.630203182,1.114861887,..
Armed forces personnel (% of total labor force),arms_pers,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.041568331,1.661065323,1.417545071,1.637550607,1.629967673,2.414869733,2.580963785,2.557701427,2.503819055,2.394629732,2.407869828,1.570747329,1.746435847,1.779647306,1.7796734,1.846164822,1.581830885,1.600399493,1.637657298,1.643801553,1.640890041,1.646852732,1.638980214,1.647947091,1.644266747,1.652018368,1.669280792,..
Armed forces personnel (% of total labor force),arms_pers,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.481562869,2.006094891,1.921133069,2.47876166,2.2561109,2.58292434,2.435661368,2.005260952,1.922194714,1.900984047,1.891573445,1.857746302,1.951126931,1.937400999,1.922982196,1.937498173,1.924449653,1.947568486,1.866953406,1.772308074,1.77603718,1.646605286,1.685678686,1.953105952,1.908086101,..
Armed forces personnel (% of total labor force),arms_pers,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.182715648,0.929783955,0.962593921,0.999975001,1.021564199,1.594065464,1.312435855,1.914514459,1.553773512,1.457210236,1.94904129,1.945813287,1.910843848,1.420541874,1.205711432,1.176249177,..,0.734795506,0.71459474,0.694748259,0.675437056,0.657393289,0.639472052,0.621715786,0.604648712,0.588292838,0.572227073,..
Armed forces personnel (% of total labor force),arms_pers,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.022517757,2.962524071,2.895529303,2.826535515,2.761439262,2.699055331,2.630402188,2.563971078,2.497876805,2.430724356,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.893662463,3.671340097,3.213159907,3.152935906,2.956744984,3.151726418,3.123572191,3.063593664,3.004771679,2.932401071,3.388768061,3.283067038,3.120058245,2.971356674,2.814776525,2.707388802,2.886964166,2.752268222,2.654436037,2.680345543,2.531963754,2.374210694,2.222716953,2.123133289,2.029634111,1.935865805,1.872483222,..
Armed forces personnel (% of total labor force),arms_pers,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.836048168,0.811037682,0.78647267,0.762827258,0.575727257,0.695548728,0.678412032,0.660344612,0.631978248,0.617041301,0.545016023,0.537747459,0.509510414,0.60635934,0.57034853,0.58497663,0.568318289,0.541543976,0.51588253,0.481418214,0.458315898,0.435772723,0.42192236,0.408377536,0.395396396,0.383090706,0.371471322,..
Armed forces personnel (% of total labor force),arms_pers,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.410061633,5.044598429,4.046299113,2.927025165,3.782064635,4.85607996,4.475781133,4.500914526,4.514897679,4.331692487,4.03482497,5.920991601,3.72479035,3.275744819,3.314061563,3.325622927,0.728511196,0.729074868,0.740985678,0.925933874,0.949344602,0.923014977,0.918294914,0.906751189,0.904648738,0.915397738,1.004012266,..
Armed forces personnel (% of total labor force),arms_pers,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.324307215,0.323517385,0.517676384,0.325804215,0.327622652,0.45900014,0.983507884,1.029803692,0.373819006,0.240054025,0.233522671,0.354700281,0.73650385,0.701998807,0.654655583,0.635276824,0.526584625,0.518054188,0.510904087,0.481087974,0.474123898,0.468222622,0.461937657,0.455464467,0.363534341,0.352416478,0.343794529,..
Armed forces personnel (% of total labor force),arms_pers,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.706321661,3.575923562,3.46122562,3.367821428,3.252534944,3.67589494,3.537251852,9.280171506,9.104307624,9.033112596,8.232531643,7.295368456,7.391704226,8.032327262,7.720053095,7.542619186,7.216600428,6.831389046,6.35146658,5.410915964,5.25210271,5.113189952,4.928272927,4.83133059,4.700710298,4.580442627,4.52264771,..
Armed forces personnel (% of total labor force),arms_pers,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.309467689,1.912818611,2.055529111,1.852060139,1.793526383,1.902808276,1.860780101,1.593815377,1.431886634,1.177765166,0.827552378,0.747898685,0.75131847,0.64061499,0.641450614,0.63386644,0.618600603,0.588773905,0.590079882,0.584759291,0.583219112,0.582036481,0.578767732,0.573774142,..
Armed forces personnel (% of total labor force),arms_pers,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.597544468,1.279158143,1.811766035,1.371995967,1.489180389,1.463649916,1.435322626,1.456178862,1.404937262,1.248228238,1.372947444,1.142703991,0.990175479,1.178345544,1.073219943,1.154445578,1.158900744,1.160400981,1.160176232,1.183873104,1.332863798,1.338976469,1.333295286,1.307375978,1.324025036,..
Armed forces personnel (% of total labor force),arms_pers,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.439453871,1.442161099,1.249312581,1.184202302,1.126578933,1.587271255,1.596387567,1.530524709,1.607708582,1.584934814,1.540731503,1.48261894,1.454679825,1.439508014,1.303241206,1.352215781,..,1.283910188,1.228334716,1.158865136,1.140414575,1.094183201,1.063208405,1.038002164,1.032376002,0.992678813,1.081772825,..
Armed forces personnel (% of total labor force),arms_pers,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.330576972,..,..,..,..,11.01494116,10.87640106,10.67207005,10.43344229,2.263665409,2.208563484,..,..,..,..,..,..,..,..,0.071065503,0.068870642,0.107137142,0.648886316,0.345073573,0.51525847,0.579841036,0.561305631,..
Armed forces personnel (% of total labor force),arms_pers,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.693293034,0.633010901,0.574842677,0.556805935,0.539774586,1.934402855,1.89363147,1.446650665,1.375946825,0.496519093,0.444825542,0.408592792,0.359180006,0.327296217,0.315172845,0.313167421,0.563774778,0.332289872,0.318955029,0.40413542,0.410576814,0.406562157,0.317759567,0.383891294,0.400696222,0.384800732,0.375082193,..
Armed forces personnel (% of total labor force),arms_pers,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.490833225,0.504090716,0.496413962,0.484133644,0.472418151,0.826408347,0.830262239,0.818277545,0.802336989,0.787746434,0.790733593,0.710377307,0.719605557,0.704903475,0.719559483,0.764791858,0.682879652,0.677776914,0.682069994,0.716754284,0.727589155,0.729092234,0.734044304,0.720817463,0.700420555,0.702942394,0.721640103,..
Armed forces personnel (% of total labor force),arms_pers,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.490833225,0.504090716,0.496413962,0.484133644,0.472418151,0.826408347,0.830262239,0.818277545,0.802336989,0.787746434,0.790733593,0.710377307,0.719605557,0.704903475,0.719559483,0.764791858,0.682879652,0.677776914,0.682069994,0.716754284,0.727589155,0.729092234,0.734044304,0.720817463,0.700420555,0.702942394,0.721640103,..
Armed forces personnel (% of total labor force),arms_pers,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.352448676,4.838573662,4.664709562,3.96826929,3.83658074,3.712483597,3.598570687,..
Armed forces personnel (% of total labor force),arms_pers,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.686405736,1.562590119,1.246346333,1.266038819,1.296662816,1.702407347,1.678307111,1.593653056,1.547891846,1.47752762,1.323834429,1.179850549,1.319218466,1.13048816,1.073904968,1.034935567,1.013391466,0.98725011,0.964547641,0.951049362,0.946728496,0.913445202,0.913398587,0.915220704,0.864144626,0.867188527,0.860024842,..
Armed forces personnel (% of total labor force),arms_pers,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.299086644,1.528037332,1.566976567,1.536495898,1.506980608,3.291321812,3.093970988,3.06965468,2.822653272,2.775899697,2.600012694,2.650486894,3.087381153,2.990142955,2.942141736,2.44408663,2.587686427,2.574347892,2.562989375,2.67462284,2.706738858,2.70395007,2.729901847,2.625025518,2.64047886,3.112832429,3.536459191,..
Armed forces personnel (% of total labor force),arms_pers,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.672732759,0.602293885,0.551515915,0.551957821,0.507524927,0.776853135,0.73859043,0.703465324,0.691809669,0.69880567,0.705465548,0.659509726,0.627992006,0.585462689,0.543210493,0.536791381,..,0.504689011,0.491244482,0.481464792,0.509212129,0.548104993,0.532535048,0.512290233,0.498300029,0.490736126,0.446804218,..
Armed forces personnel (% of total labor force),arms_pers,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.672732759,0.602293885,0.551515915,0.551957821,0.507524927,0.776853135,0.73859043,0.703465324,0.691809669,0.69880567,0.705465548,0.659509726,0.627992006,0.585462689,0.543210493,0.536791381,..,0.504689011,0.491244482,0.481464792,0.509212129,0.548104993,0.532535048,0.512290233,0.498300029,0.490736126,0.446804218,..
Armed forces personnel (% of total labor force),arms_pers,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.672732759,0.602293885,0.551515915,0.551957821,0.507524927,0.776853135,0.73859043,0.703465324,0.691809669,0.69880567,0.705465548,0.659509726,0.627992006,0.585462689,0.543210493,0.536791381,..,0.504689011,0.491244482,0.481464792,0.509212129,0.548104993,0.532535048,0.512290233,0.498300029,0.490736126,0.446804218,..
Armed forces personnel (% of total labor force),arms_pers,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.186593682,1.132479746,1.361533233,1.297692576,1.238945808,1.930830004,1.454088078,1.297840924,1.475210083,1.447675886,1.546512162,1.571790119,1.538364198,1.390160167,1.438531433,1.433347923,..,1.435436334,1.415011039,1.392142956,1.36286245,2.775429042,2.709610351,2.640314009,2.570835366,2.503015836,1.145896818,..
Armed forces personnel (% of total labor force),arms_pers,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.026451183,2.947961116,1.442189821,1.417876588,1.391720654,1.230071139,1.197780114,1.169902313,1.145475372,1.12376386,1.222120379,1.200429754,1.178397615,1.040257984,0.566312344,1.111166669,1.088755335,1.066319757,1.044599161,0.941976307,0.923222045,0.906194132,0.890553837,0.923396194,0.908873699,0.895693285,0.887644357,..
Armed forces personnel (% of total labor force),arms_pers,Swaziland,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.240433159,1.204137416,1.173217784,1.145527859,1.118743427,1.091687166,1.06332452,1.034646875,1.006870211,0.981550129,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.370363218,1.332992821,1.510278416,1.544118101,1.551931967,2.182674039,2.155012555,1.963699269,1.963228965,1.952006176,1.956331057,1.523815036,1.517979981,1.372588794,0.597798671,0.601811199,0.517880781,0.36478574,0.359770614,0.445587129,0.428297203,0.426161089,0.319826396,0.315823255,0.594264559,0.589531844,0.58242917,..
Armed forces personnel (% of total labor force),arms_pers,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.57770955,0.570450952,0.797806085,0.895350649,1.005131065,0.807599044,0.694582612,0.668130311,0.661611585,0.69289963,0.693130229,0.661091625,0.67443571,0.66428378,0.096436805,2.612761012,0.542931481,0.533917083,0.521544552,0.571868618,0.568246808,0.508886121,0.492671377,0.456354963,0.43853546,0.4351611,0.428476179,..
