name,code,series_code,series,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Switzerland,CHE,arms_exp,Arms exports (SIPRI trend indicator values),442000000,500000000,530000000,337000000,379000000,484000000,367000000,261000000,91000000,104000000,18000000,42000000,34000000,54000000,89000000,395000000,480000000,260000000,196000000,446000000,553000000,589000000,454000000,345000000,475000000,316000000,319000000,308000000,318000000,261000000,404000000,432000000,396000000,184000000,133000000,139000000,186000000,118000000,211000000,276000000,178000000,207000000,158000000,184000000,254000000,252000000,294000000,301000000,458000000,228000000,241000000,326000000,229000000,174000000,339000000,437000000,186000000,186000000
Syrian Arab Republic,SYR,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,14000000,..,..,..,2000000,2000000,..,0,..,..,..,..,178000000,46000000,1000000,29000000,31000000,..,15000000,..,..,..,40000000,40000000,..,..,0,0,..,..,..,..,..,..,..,..,3000000,..,..,20000000,20000000,..,..,..,..,..,..,..
Tajikistan,TJK,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tanzania,TZA,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Thailand,THA,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7000000,7000000,..,93000000,..,..,..,..,..,..,..,..,..,2000000,2000000
Timor-Leste,TLS,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Togo,TGO,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tonga,TON,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,TTO,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tunisia,TUN,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turkey,TUR,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23000000,11000000,..,..,..,..,..,..,..,..,..,..,..,..,..,3000000,3000000,0,3000000,43000000,19000000,5000000,26000000,42000000,28000000,23000000,82000000,66000000,111000000,63000000,72000000,86000000,143000000,156000000,165000000,288000000,311000000,244000000
Turkmenistan,TKM,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,165000000,82000000,236000000,167000000,256000000,558000000,708000000,732000000,270000000,511000000,310000000,307000000,199000000,292000000,544000000,631000000,388000000,414000000,479000000,569000000,1487000000,655000000,651000000,400000000,535000000,240000000
United Arab Emirates,ARE,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,8000000,..,..,..,..,..,..,..,..,14000000,..,..,..,1000000,..,..,2000000,..,..,..,..,28000000,6000000,32000000,..,..,..,..,..,..,3000000,11000000,17000000,3000000,1000000,34000000,39000000,3000000,..,33000000,30000000,112000000,73000000,72000000
United Kingdom,GBR,arms_exp,Arms exports (SIPRI trend indicator values),2147000000,1174000000,1115000000,1297000000,1405000000,1473000000,1340000000,1976000000,1617000000,1761000000,887000000,2144000000,2364000000,2751000000,2337000000,2335000000,2434000000,2128000000,2141000000,1451000000,1638000000,2333000000,2525000000,2514000000,2532000000,2121000000,1968000000,3587000000,2551000000,3549000000,1867000000,1523000000,1180000000,1421000000,1539000000,1475000000,1662000000,2386000000,1413000000,1368000000,1623000000,1377000000,1090000000,744000000,1206000000,1060000000,987000000,974000000,967000000,1050000000,1151000000,1025000000,899000000,1580000000,1645000000,1149000000,1365000000,1214000000
United States,USA,arms_exp,Arms exports (SIPRI trend indicator values),6055000000,6338000000,5964000000,8944000000,12235000000,11155000000,8404000000,7256000000,8447000000,11762000000,9007000000,11723000000,10787000000,12025000000,12251000000,16157000000,15738000000,14431000000,14068000000,9719000000,10730000000,13611000000,14015000000,13939000000,11887000000,10801000000,11683000000,12258000000,11884000000,11344000000,10732000000,12515000000,14132000000,13847000000,11523000000,11216000000,10891000000,14552000000,15728000000,11568000000,7605000000,5693000000,4967000000,5670000000,6850000000,6777000000,7512000000,7866000000,6828000000,6912000000,8063000000,9087000000,9122000000,7660000000,9656000000,10048000000,10304000000,12394000000
Upper middle income,UMC,arms_exp,Arms exports (SIPRI trend indicator values),317000000,80000000,..,..,..,..,..,443000000,..,691000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4991000000,..,..,..,..,..,..,..,..,7010000000,..,6456000000,..,7560000000,6495000000,8314000000,10212000000,10372000000,10530000000,6792000000,8089000000,9859000000,..
Uruguay,URY,arms_exp,Arms exports (SIPRI trend indicator values),6000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uzbekistan,UZB,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,252000000,126000000,4000000,..,..,..,209000000,209000000,209000000,..,..,..,34000000,68000000,..
Vanuatu,VUT,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,17000000,..,..,..,..,..,13000000,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1000000,..,7000000,..,3000000,40000000,..,..,..,..,..,..,..,..
Vietnam,VNM,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14000000,..,..,..,..,..,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6000000,..,..,..,..,..,..,..,..,..,..,51000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zambia,ZMB,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zimbabwe,ZWE,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,3000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
